function_name,file_path,module,line_number,signature,doc_comment,doc_first_line,semantic_category
perform_anova3way,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/parametric_tests.R,app/logic/statistics,503,NA,"#' Perform Three-Way Parametric ANOVA
#'
#' Uses stats::aov() for classical three-way ANOVA with all
#' interactions. Returns main effects (A, B, C), two-way
#' interactions (A:B, A:C, B:C), and three-way interaction
#' (A:B:C). Bootstrap and trim parameters are accepted for
#' interface consistency but ignored.
#'
#' @param df Data frame containing the data
#' @param x_axis Character vector of exactly three grouping
#'   column names
#' @param measure_col Character, measurement column name
#' @param tr_value Numeric, ignored for parametric tests
#' @param use_bootstrap Logical, ignored (always FALSE)
#' @param boot_samples Integer, ignored
#' @param boot_sample_size Integer or NULL, ignored
#' @return Data frame with ANOVA results, or structured app_error
#' @export",Perform Three-Way Parametric ANOVA,"computation, export, error_handling, statistical"
df_to_html_table,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/report.R,app/logic/statistics,21,function(df),"#' Convert a data frame to an HTML table string
#'
#' @param df Data frame to convert
#' @return Character string with HTML table markup
#' @export",Convert a data frame to an HTML table string,"export, transformation"
render_plot_base64,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/report.R,app/logic/statistics,69,NA,"#' Render a ggplot object to a base64-encoded PNG data URI
#'
#' @param plot_object A ggplot object
#' @param width_cm Width in cm (default 16)
#' @param height_cm Height in cm (default 10)
#' @param dpi Resolution (default 150)
#' @return Character string with data URI, or NULL on failure",Render a ggplot object to a base64-encoded PNG data URI,"plotting, formatting"
build_omnibus_html,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/report.R,app/logic/statistics,102,NA,"#' Build the omnibus section HTML
#'
#' @param omnibus_result Data frame or app_error or NULL
#' @param x_axis Character vector of grouping columns
#' @param approach Character, test approach name
#' @return Character string with HTML",Build the omnibus section HTML,"error_handling, statistical"
build_posthoc_html,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/report.R,app/logic/statistics,152,function(posthoc_result),"#' Build the post-hoc section HTML
#'
#' Detects column prefixes (Lincon/Cliff vs Tukey/Cohen)
#' and splits into two side-by-side tables.
#'
#' @param posthoc_result Data frame or app_error or NULL
#' @return Character string with HTML",Build the post-hoc section HTML,error_handling
generate_html_report,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/report.R,app/logic/statistics,248,NA,"#' Generate a standalone HTML report for a single measurement
#'
#' @param measure Character, measurement column name
#' @param plot_object ggplot object (or NULL)
#' @param omnibus_result Data frame, app_error, or NULL
#' @param posthoc_result Data frame, app_error, or NULL
#' @param params List with test_approach, use_bootstrap,
#'   p_val_cor_method, etc.
#' @param x_axis Character vector of grouping columns
#' @param timestamp POSIXct timestamp
#' @return Character string with full HTML document
#' @export",Generate a standalone HTML report for a single measurement,"plotting, export, error_handling, statistical"
validate_posthoc,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/robust_posthoc.R,app/logic/statistics,31,"function(df, x_axis)","#' Validate post-hoc inputs
#'
#' @param df Data frame
#' @param x_axis Grouping columns
#' @return NULL if valid, app_error otherwise",Validate post-hoc inputs,"validation, error_handling"
build_posthoc_context,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/robust_posthoc.R,app/logic/statistics,59,NA,"#' Build error context for post-hoc tests
#'
#' @param df Data frame
#' @param x_axis Grouping columns
#' @param measure_col Measurement column
#' @param tr_value Trim proportion
#' @param use_bootstrap Logical
#' @return List with context information",Build error context for post-hoc tests,"error_handling, formatting, statistical"
extract_contrast_labels,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/robust_posthoc.R,app/logic/statistics,79,function(contrasts),"#' Extract interaction labels from mcp2atm_TM / mcp3atm_TM contrast matrix
#'
#' Each contrast column has +1 and -1 entries. The row names of the
#' contrast matrix are the group labels (from dataWide column names).
#' For each contrast, we find the groups with positive vs negative
#' coefficients and build ""GroupA vs. GroupB"" labels.
#'
#' @param contrasts Data frame with contrast matrix (rows = groups, cols = contrasts)
#' @return Character vector of interaction labels",Extract interaction labels from mcp2atm_TM / mcp3atm_TM contrast matrix,filtering
flatten_mcp_effects,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/robust_posthoc.R,app/logic/statistics,98,function(mcp_result),"#' Flatten mcp result effects into a data frame with interaction labels
#'
#' @param mcp_result Result from mcp2atm_TM or mcp3atm_TM
#' @return Data frame with Interaction, Lincon.psihat, Lincon.ci.lower,
#'   Lincon.ci.upper, Lincon.p.value",Flatten mcp result effects into a data frame with interaction labels,other
run_lincon_1way,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/robust_posthoc.R,app/logic/statistics,147,NA,"#' Run single lincon iteration for 1-way design
#'
#' @param sample_data Data frame
#' @param x_axis Grouping columns (length 1)
#' @param measure_col Measurement column
#' @param tr_value Trim proportion
#' @return Data frame with lincon results",Run single lincon iteration for 1-way design,computation
run_lincon_2way,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/robust_posthoc.R,app/logic/statistics,182,NA,"#' Run single lincon iteration for 2-way design
#'
#' @param sample_data Data frame
#' @param x_axis Grouping columns (length 2)
#' @param measure_col Measurement column
#' @param tr_value Trim proportion
#' @return Data frame with lincon results",Run single lincon iteration for 2-way design,computation
run_lincon_3way,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/robust_posthoc.R,app/logic/statistics,207,NA,"#' Run single lincon iteration for 3-way design
#'
#' @param sample_data Data frame
#' @param x_axis Grouping columns (length 3)
#' @param measure_col Measurement column
#' @param tr_value Trim proportion
#' @return Data frame with lincon results",Run single lincon iteration for 3-way design,computation
run_cliff_iteration,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/robust_posthoc.R,app/logic/statistics,232,NA,"#' Run single cliff iteration
#'
#' @param sample_data Data frame
#' @param x_axis Grouping columns
#' @param measure_col Measurement column
#' @return Data frame with cliff results",Run single cliff iteration,computation
format_posthoc_bootstrap,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/robust_posthoc.R,app/logic/statistics,273,"function(results_list, value_cols)","#' Aggregate bootstrap iterations into mean [CI] format
#'
#' @param results_list List of data frames from bootstrap iterations
#' @param value_cols Character vector of numeric column names to aggregate
#' @return Data frame with formatted results",Aggregate bootstrap iterations into mean [CI] format,formatting
normalize_interaction,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/robust_posthoc.R,app/logic/statistics,353,function(df),"#' Normalize interaction strings for consistent matching
#'
#' Extracts group names from ""GroupA vs. GroupB"" format and creates
#' an alphabetized key for consistent matching between tests.
#'
#' @param df Data frame with Interaction column
#' @return Data frame with added InteractionKey column",Normalize interaction strings for consistent matching,"transformation, filtering, formatting, statistical"
filter_valid_comparisons,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/robust_posthoc.R,app/logic/statistics,371,"function(df, x_axis)","#' Filter for valid comparisons in multi-factor designs
#'
#' Keeps only comparisons where groups differ by exactly one factor level.
#'
#' @param df Data frame with Interaction column
#' @param x_axis Character vector of grouping columns
#' @return Filtered data frame",Filter for valid comparisons in multi-factor designs,filtering
run_lincon_combined,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/robust_posthoc.R,app/logic/statistics,398,NA,"#' Run lincon on combined groups (1-way style) for multi-way designs
#'
#' Combines multi-factor groups into a single factor using ""."" separator
#' (matching Cliff's Delta convention) and runs WRS2::lincon.
#' This produces pairwise comparisons compatible with Cliff's output.
#'
#' @param sample_data Data frame
#' @param x_axis Grouping columns
#' @param measure_col Measurement column
#' @param tr_value Trim proportion
#' @return Data frame with lincon results",Run lincon on combined groups (1-way style) for multi-way designs,"computation, export"
perform_lincon_combined,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/robust_posthoc.R,app/logic/statistics,449,NA,"#' Perform lincon on combined groups for the combined posthoc table
#'
#' For multi-way designs, combines factors into a single group using "".""
#' separator and runs WRS2::lincon (1-way style). This produces pairwise
#' comparisons that match Cliff's Delta output for merging.
#'
#' @param df Data frame
#' @param x_axis Character vector of grouping column(s)
#' @param measure_col Character, measurement column name
#' @param tr_value Numeric, trim proportion (0-0.5)
#' @param use_bootstrap Logical
#' @param boot_samples Integer, number of bootstrap samples
#' @param boot_sample_size Integer or NULL
#' @return Data frame with lincon results or app_error",Perform lincon on combined groups for the combined posthoc table,"computation, export, error_handling"
perform_lincon,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/robust_posthoc.R,app/logic/statistics,536,NA,"#' Perform Linear Contrasts (lincon)
#'
#' Pairwise comparisons using trimmed means.
#' 1-way: WRS2::lincon with method=""none"".
#' 2-way: mcp2atm_TM (structured Factor.A, Factor.B, Factor.AB).
#' 3-way: mcp3atm_TM (structured 7 effect groups).
#' Returns raw p-values only — no adjustment applied.
#'
#' @param df Data frame
#' @param x_axis Character vector of grouping column(s)
#' @param measure_col Character, measurement column name
#' @param tr_value Numeric, trim proportion (0-0.5)
#' @param use_bootstrap Logical
#' @param boot_samples Integer, number of bootstrap samples
#' @param boot_sample_size Integer or NULL
#' @return Data frame with contrast results or app_error
#' @export",Perform Linear Contrasts (lincon),"computation, export, error_handling, statistical"
perform_cliff,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/robust_posthoc.R,app/logic/statistics,631,NA,"#' Perform Cliff's Delta Effect Size
#'
#' Pairwise Cliff's Delta for all group pairs.
#' For multi-way designs, groups are combined into a single factor.
#' Returns raw p-values only — no adjustment applied.
#'
#' @param df Data frame
#' @param x_axis Character vector of grouping column(s)
#' @param measure_col Character, measurement column name
#' @param use_bootstrap Logical
#' @param boot_samples Integer, number of bootstrap samples
#' @param boot_sample_size Integer or NULL
#' @return Data frame with effect size results or app_error
#' @export",Perform Cliff's Delta Effect Size,"computation, export, error_handling, statistical"
perform_combined_posthoc,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/robust_posthoc.R,app/logic/statistics,712,NA,"#' Perform Combined Post-Hoc Tests
#'
#' Runs both lincon and Cliff's Delta, merges results by interaction key,
#' optionally filters valid comparisons, then applies p-value adjustment.
#'
#' @param df Data frame
#' @param x_axis Character vector of grouping column(s)
#' @param measure_col Character, measurement column name
#' @param tr_value Numeric, trim proportion (0-0.5)
#' @param use_bootstrap Logical
#' @param boot_samples Integer, number of bootstrap samples
#' @param boot_sample_size Integer or NULL
#' @param p_adjust_method Character, p-value adjustment method
#' @param filter_valid Logical, filter to valid comparisons for multi-way
#' @return Data frame with combined results or app_error
#' @export",Perform Combined Post-Hoc Tests,"computation, export, filtering, error_handling, statistical"
perform_t1way,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/robust_tests.R,app/logic/statistics,120,NA,"#' Perform One-Way Robust ANOVA (Welch-Yuen t1way)
#'
#' Uses WRS2::t1way with trimmed means. Supports optional bootstrap.
#'
#' @param df Data frame containing the data
#' @param x_axis Character, single grouping column name
#' @param measure_col Character, measurement column name
#' @param tr_value Numeric, trim proportion (0-0.5)
#' @param use_bootstrap Logical, whether to use bootstrap
#' @param boot_samples Integer, number of bootstrap samples
#' @param boot_sample_size Integer or NULL, bootstrap sample size per group
#' @return Data frame with test results, or structured app_error
#' @export",Perform One-Way Robust ANOVA (Welch-Yuen t1way),"computation, export, error_handling, statistical"
perform_t2way,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/robust_tests.R,app/logic/statistics,314,NA,"#' Perform Two-Way Robust ANOVA (Welch-Yuen t2way)
#'
#' Uses WRS2::t2way with trimmed means. Returns main effects (A, B)
#' and interaction (AB) with Q statistics and p-values.
#' Supports optional bootstrap.
#'
#' @param df Data frame containing the data
#' @param x_axis Character vector of exactly two grouping column names
#' @param measure_col Character, measurement column name
#' @param tr_value Numeric, trim proportion (0-0.5)
#' @param use_bootstrap Logical, whether to use bootstrap
#' @param boot_samples Integer, number of bootstrap samples
#' @param boot_sample_size Integer or NULL, bootstrap sample size per group
#' @return Data frame with test results, or structured app_error
#' @export",Perform Two-Way Robust ANOVA (Welch-Yuen t2way),"computation, export, error_handling, statistical"
perform_t3way,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/robust_tests.R,app/logic/statistics,542,NA,"#' Perform Three-Way Robust ANOVA (Welch-Yuen t3way)
#'
#' Uses WRS2::t3way with trimmed means. Returns main effects (A, B, C),
#' two-way interactions (AB, AC, BC), and three-way interaction (ABC)
#' with Q statistics and p-values. Supports optional bootstrap.
#'
#' @param df Data frame containing the data
#' @param x_axis Character vector of exactly three grouping column names
#' @param measure_col Character, measurement column name
#' @param tr_value Numeric, trim proportion (0-0.5)
#' @param use_bootstrap Logical, whether to use bootstrap
#' @param boot_samples Integer, number of bootstrap samples
#' @param boot_sample_size Integer or NULL, bootstrap sample size per group
#' @return Data frame with test results, or structured app_error
#' @export",Perform Three-Way Robust ANOVA (Welch-Yuen t3way),"computation, export, error_handling, statistical"
validate_inputs,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/validate.R,app/logic/statistics,19,"function(columns, data)","#' Validate inputs before statistics computation
#' @param columns Character vector of selected column names
#' @param data Data frame to validate against
#' @return List with $valid (logical) and $error (app_error or NULL)
#' @export",Validate inputs before statistics computation,"validation, export, filtering, error_handling"
run_analysis,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/statistics/validate.R,app/logic/statistics,56,"function(data, columns)","#' Run statistical analysis wrapped in safe_execute
#' @param data Data frame
#' @param columns Character vector of column names
#' @return List with $success, $result or $error
#' @export",Run statistical analysis wrapped in safe_execute,"computation, export, error_handling, statistical"
validate_inputs,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/summary.R,app/logic/summary.R,20,"function(grouping_vars, data)","#' Validate grouping columns exist in data
#' @param grouping_vars Character vector of grouping column names
#' @param data Data frame to validate against
#' @return List with $valid (logical) and $error (app_error or NULL)
#' @export",Validate grouping columns exist in data,"validation, export, error_handling"
get_filtered_values,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/summary.R,app/logic/summary.R,62,"function(values, data, col_name)","#' Get filtered values excluding outliers and trimmed
#'
#' Uses {col}_outlier and {col}_trimmed flag columns if present.
#'
#' @param values Numeric vector of measurement values
#' @param data Data frame containing the group subset
#' @param col_name Character, the measurement column name
#' @return Numeric vector of retained (non-NA, non-outlier,
#'   non-trimmed) values
#' @export",Get filtered values excluding outliers and trimmed,"export, filtering"
compute_base_stats,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/summary.R,app/logic/summary.R,87,function(filtered),"#' Compute summary statistics for one group + one measurement
#'
#' @param filtered Numeric vector of filtered values
#' @return Named list with n, mean, median, var, sd, sem, cv",Compute summary statistics for one group + one measurement,"computation, filtering"
count_exclusions,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/summary.R,app/logic/summary.R,112,"function(data, col_name)","#' Count outliers and trimmed values for one group + one measurement
#'
#' @param data Data frame (group subset)
#' @param col_name Character, measurement column name
#' @return Named list with n_outliers, n_trimmed",Count outliers and trimmed values for one group + one measurement,filtering
compute_shapiro,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/summary.R,app/logic/summary.R,143,function(filtered),"#' Compute Shapiro-Wilk test for one group + one measurement
#'
#' @param filtered Numeric vector of filtered values
#' @return Named list with shapiro_p, shapiro_W, normal",Compute Shapiro-Wilk test for one group + one measurement,"computation, filtering, statistical"
summarize_data,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/summary.R,app/logic/summary.R,184,NA,"#' Summarize data with grouped statistics per measurement
#'
#' Computes n, mean, median, var, sd, sem, cv (and optionally
#' Shapiro-Wilk) for each measurement column, grouped by the
#' specified grouping variables. Respects {col}_outlier and
#' {col}_trimmed flag columns.
#'
#' @param data Data frame with measurement and flag columns
#' @param grouping_vars Character vector of grouping column names
#' @param measure_vars Character vector of measurement column names
#' @param shapiro_test Logical, include Shapiro-Wilk test
#' @return Data frame in long format (one row per group per
#'   measurement)
#' @export",Summarize data with grouped statistics per measurement,"computation, export, formatting, statistical"
split_by_measurement,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/summary.R,app/logic/summary.R,257,function(summary_df),"#' Split summary data into per-measurement list
#'
#' Takes the long-format output of summarize_data() and splits
#' it into a list of list(col, df), one per measurement. Removes
#' the Measurement column (redundant per card), rounds numerics,
#' and drops n_outliers/n_trimmed columns if all zeros.
#'
#' @param summary_df Data frame from summarize_data()
#' @return List of list(col = character, df = data.frame)
#' @export",Split summary data into per-measurement list,"export, formatting"
run_summary,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/summary.R,app/logic/summary.R,295,NA,"#' Run full summary computation (validate + summarize + split)
#'
#' @param data Data frame
#' @param grouping_vars Character vector of grouping column names
#' @param measure_vars Character vector of measurement column names.
#'   If NULL, auto-detected via column_utils$get_measurement_cols().
#' @param shapiro_test Logical, include Shapiro-Wilk test
#' @return List with $success, $result (list of list(col, df))
#'   or $error
#' @export",Run full summary computation (validate + summarize + split),"validation, computation, export, error_handling, statistical"
